ID	t24h	t30h	t36h	t48h	t72h
SAM23877_RS22465	8.535275377	11.17242751	7.87036472	9.022367813	8.754887502
SAM23877_RS22480	6.95419631	9.957102042	5.857980995	5.169925001	6.459431619
SAM23877_RS22485	8.965784285	11.12476754	7.06608919	8.129283017	9.011227255
SAM23877_RS22495	12.22158712	12.05562137	11.56224242	11.62067804	12.05052891
SAM23877_RS22500	8.985841937	9.754887502	12.54689446	13.18239435	10.34762137
SAM23877_RS22515	9.731319031	9.339850003	9.226412193	9.366322214	8.982993575
SAM23877_RS22530	9.11113567	9.162391329	8.294620749	7.50779464	8.016808288
SAM23877_RS22535	11.8273427	11.47573343	10.57175264	9.654636029	9.550746785
SAM23877_RS22545	8.339850003	9.157346935	6.820178962	5.209453366	4.807354922
SAM23877_RS22645	11.06069593	10.50878516	10.61470984	11.50432245	10.60084211
SAM23877_RS22660	9.594324604	8.836050355	9.177419538	10.03479896	6.62935662
SAM23877_RS22665	9.06608919	9.100662339	9.717676423	9.209453366	9.400879436
SAM23877_RS22680	14.1660846	13.85408918	12.5526691	11.70606427	11.71209705
SAM23877_RS22690	10.40407714	9.724513853	9.888743249	10.58025857	11.56414949
SAM23877_RS22705	9.529430554	9.273795599	9.422064766	9.588714636	9.262094845
SAM23877_RS22745	14.70255149	8.813781191	12.68890593	10.50680344	10.6794801
SAM23877_RS22830	5.727920455	7.033423002	9.64385619	9.805743872	10.2644426
SAM23877_RS22850	5.247927513	6.569855608	9.240791332	9.517669388	11.03066714
SAM23877_RS22855	4.807354922	6.339850003	8.894817763	9.394462695	9.09011242
SAM23877_RS22860	5.392317423	6.807354922	9.233619677	9.62935662	9.703903573
SAM23877_RS22915	8.74819285	10.18735207	12.26620091	12.98797452	14.68035952
SAM23877_RS22980	9.627533884	10.43775207	10.49285462	10.20089861	9.047123912
SAM23877_RS22985	9.73470962	9.682994584	8.700439718	9.273795599	9.172427509
SAM23877_RS22990	12.78299821	12.44009052	11.06474276	10.99788513	12.50630758
SAM23877_RS23005	13.8671822	11.25148241	12.17305246	10.70649602	10.03204573
SAM23877_RS23035	10.93147623	10.81778312	10.25148241	9.668884984	10.16364968
SAM23877_RS23060	12.99364606	11.86766485	11.83130724	11.94727165	11.80332392
SAM23877_RS23205	13.71660514	12.39580187	11.7968508	13.59397462	14.36338191
SAM23877_RS23295	11.18797059	11.25384748	11.00492268	10.76570049	8.942514505
SAM23877_RS23310	8.64385619	9.187352073	8.569855608	7.375039431	6.087462841
SAM23877_RS23315	8.957102042	9.303780748	8.8008999	7.491853096	7.707359132
SAM23877_RS23320	13.49072555	13.5643877	14.1144744	13.07664861	13.24525558
SAM23877_RS23325	9.842350343	9.368506462	9.247927513	8.927777962	8.588714636
SAM23877_RS23340	10.26561505	8.882643049	7.64385619	8.366322214	8.87036472
SAM23877_RS23345	10.57175264	10.44811631	11.98013958	12.45378506	13.08679969
SAM23877_RS23350	7.876516947	8.209453366	7.539158811	7.076815597	7.781359714
SAM23877_RS23360	7.761551232	7.383704292	7.169925001	7.636624621	7.8008999
SAM23877_RS23365	9.398743692	9.174925683	9.54303182	9.447083226	8.8008999
SAM23877_RS23370	10.29806257	10.23481743	8.845490051	7.531381461	8.539158811
SAM23877_RS23375	11.61194694	11.56367296	12.43175875	13.63333584	15.60992898
SAM23877_RS23395	11.57412044	11.57553925	11.28077077	10.70217269	10.09803208
SAM23877_RS23400	12.58801185	12.38882454	12.77684423	12.64925618	12.99700302
SAM23877_RS23415	9.938109326	9.661778098	8.948367232	8.071462363	8.022367813
SAM23877_RS23420	9.144658243	9.985841937	9.912889336	8.495855027	7.22881869
SAM23877_RS23425	11.03823313	11.49235395	11.95564991	11.19905882	11.27554256
SAM23877_RS23430	9.722807531	9.658211483	8.434628228	7.936637939	8.422064766
SAM23877_RS23445	12.50382574	12.34012827	11.3140167	9.62935662	9.82336724
SAM23877_RS23470	11.09934781	10.68035952	10.00842862	9.388017285	9.095397023
SAM23877_RS23480	13.39874369	14.23212108	14.13939147	11.69870467	9.403012024
SAM23877_RS23485	11.14911199	10.4655664	10.3140167	10.76238204	10.02928723
SAM23877_RS23495	10.59058705	11.87190524	11.80856203	10.18982456	10.5526691
SAM23877_RS23560	10.89026428	9.932214752	9.121533517	8.022367813	7.523561956
SAM23877_RS23565	10.02513956	9.344295908	8.826548487	8.758223215	9.189824559
SAM23877_RS23570	11.00982862	12.00211178	12.6183855	11.31797782	13.60269887
SAM23877_RS23575	9.283088353	9.344295908	9.789533645	10.09407769	10.77725532
SAM23877_RS23600	8.108524457	8.30833903	8.339850003	7.087462841	6.700439718
SAM23877_RS23620	9.982993575	9.818582177	9.519636253	10.50084188	8.243173983
SAM23877_RS23625	12.30606169	11.81297947	11.99541385	13.3693247	12.59758704
SAM23877_RS23630	10.50183718	10.74986943	10.87651695	10.58965115	11.17804233
SAM23877_RS23640	11.05663772	10.54978467	10.32530546	10.23361968	11.36249181
SAM23877_RS23645	11.41309898	10.69087101	10.46964182	10.57648435	11.66844183
SAM23877_RS23650	14.24955793	13.83239558	14.12654316	14.72083208	13.62125061
SAM23877_RS23700	10.58308277	10.09803208	9.645658432	8.982993575	9.46760555
SAM23877_RS23705	10.99435344	10.40620501	10.06474276	9.764871591	10.77396337
SAM23877_RS23710	8.033423002	7.491853096	8.098032083	8.224001674	7.426264755
SAM23877_RS23725	12.19537221	12.15165083	11.77561028	11.17180229	11.71596199
SAM23877_RS23745	11.41574177	11.51914479	11.39231742	10.76901132	11.01889562
SAM23877_RS23750	12.18827975	11.60269887	11.59618976	10.66977089	10.88950396
SAM23877_RS23800	9.68474862	9.092757141	8.622051819	8.392317423	8.531381461
SAM23877_RS23840	10.7903485	10.4252159	9.761551232	8.764871591	9.121533517
SAM23877_RS23865	11.28886607	10.80574387	10.56890615	11.4252159	13.17788666
SAM23877_RS23880	7.714245518	7.614709844	7.426264755	7.6794801	7.658211483
SAM23877_RS23905	11.67330908	11.28771238	10.98797452	10.63117706	14.01515367
SAM23877_RS23940	13.36796071	11.7883105	11.09143539	12.50952761	11.79766153
SAM23877_RS23945	10.74399286	10.43671154	10.86108691	10.73047014	9.060695932
SAM23877_RS23975	10.169925	9.661778098	9.487840034	9.197216693	8.233619677
SAM23877_RS23985	11.15355203	10.49385545	8.50779464	8.159871337	8.596189756
SAM23877_RS23990	11.78708632	10.84862294	9.060695932	8.836050355	9.759888183
SAM23877_RS24000	7.727920455	8.129283017	8.50779464	8.194756854	9.211888295
SAM23877_RS24025	9.97441459	9.569855608	9.243173983	9.074141463	8.640244936
SAM23877_RS24030	9.459431619	9.147204925	9.28077077	8.658211483	6.845490051
SAM23877_RS24185	10.47775827	9.894817763	10.20945337	10.27146303	11.5980525
SAM23877_RS24190	11.24019505	10.7548875	10.29576893	9.826548487	10.26209485
SAM23877_RS24195	12.09275714	11.06676193	10.91886324	11.28944258	10.72109919
SAM23877_RS24200	11.28771238	10.92629599	11.16741815	11.62844554	10.91737208
SAM23877_RS24220	14.39037051	14.08040118	13.28655776	13.30263892	15.0610336
SAM23877_RS24225	11.55026581	10.72706956	9.77807713	10.25620869	11.37937837
SAM23877_RS24230	10.20823436	9.717676423	8.891783703	8.86727874	9.603626345
SAM23877_RS24235	9.761551232	9.491853096	8.924812504	8.968666793	7.366322214
SAM23877_RS24240	9.63481105	9.459431619	8.266786541	8.103287808	7.768184325
SAM23877_RS24250	12.00281502	12.25414285	11.64250303	10.51865316	10.22520744
SAM23877_RS24260	13.59607325	12.44604941	11.93405939	12.02583167	11.01611184
SAM23877_RS24265	13.29548197	12.16867212	11.65776504	12.1049263	10.13442632
SAM23877_RS24270	14.03677461	13.14895316	12.65418847	12.82932634	10.73978061
SAM23877_RS24275	13.91242158	12.92369888	12.44086917	12.84509796	11.33650656
SAM23877_RS24280	14.64723355	13.53915881	12.94178124	13.93746578	11.49984589
SAM23877_RS24285	13.53928	12.85681455	12.28771238	12.77045742	11.40087944
SAM23877_RS24290	14.66405834	13.77509582	13.24436384	14.00474716	11.87459719
SAM23877_RS24295	13.15797845	14.20449473	13.79411121	12.0871313	12.38694025
SAM23877_RS24300	11.85057755	12.17180229	11.61654884	10.68650053	10.65374078
SAM23877_RS24355	8.8008999	8.751544059	8.483815777	9.400879436	7.531381461
SAM23877_RS24365	12.11243951	11.39927792	10.25502857	10.05934446	9.257387843
SAM23877_RS24370	9.252665432	12.04678297	13.67595703	14.12209999	10.52258153
SAM23877_RS24405	13.26590801	12.48230378	13.19044202	14.35080109	14.87248251
SAM23877_RS24420	11.04028972	10.96938652	10.46760555	11.42992974	11.0768156
SAM23877_RS24425	9.599912842	9.573647187	8.625708843	9.276124405	7.781359714
SAM23877_RS24455	9.147204925	9.59058705	9.453270634	9.583082768	9.116343961
SAM23877_RS24460	7.129283017	7.851749041	8.022367813	8.640244936	8.661778098
SAM23877_RS24465	7.515699838	8.113742166	8.483815777	9.283088353	10.63390341
SAM23877_RS24480	10.73978061	11.22158712	10.87805091	10.88264305	10.78381676
SAM23877_RS24485	12.23092109	12.45609768	12.4325419	11.3459596	10.60917874
SAM23877_RS24490	11.10787091	12.81798293	13.23212108	12.56295787	13.24242983
SAM23877_RS24500	12.83545832	12.8591465	13.16835873	12.79644526	13.63956682
SAM23877_RS24520	11.83011903	12.0950673	10.85720347	12.14656868	11.37014248
SAM23877_RS24525	8.994353437	9.189824559	8.836050355	8.741466986	11.60455323
SAM23877_RS24530	10.05120894	10.00982862	9.37721053	9.424166289	10.42836017
SAM23877_RS24535	12.0970445	11.26209485	11.00982862	11.39339046	11.20212382
SAM23877_RS24675	10.34429591	11.24138736	9.52160044	8.303780748	7.375039431
SAM23877_RS24680	7.17990909	7.839203788	8	7.754887502	7.832890014
SAM23877_RS24725	10.05663772	9.079484784	7.686500527	8.092757141	9.479780264
SAM23877_RS24730	11.26971112	9.839203788	8	8.224001674	8.214319121
SAM23877_RS24740	9.773139207	9.815383296	9.011227255	8.388017285	8.523561956
SAM23877_RS24745	10.68474862	10.19105921	9.900866808	9.71596199	12.99682653
SAM23877_RS24805	9.799281622	9.116343961	9.290018847	9.01402047	9.11113567
SAM23877_RS24815	10.34540525	9.714245518	10.12153352	10.20701432	11.17617315
SAM23877_RS24885	9.438791853	9.038918989	8.584962501	8.388017285	8.658211483
SAM23877_RS24890	8.693486957	8.335390355	7.761551232	7.499845887	8.909893084
SAM23877_RS24895	10.52356196	9.856425529	9.385862401	9.945443836	9.50779464
SAM23877_RS24900	10.18363538	10.59525748	11.42836017	11.63843591	10.16616308
SAM23877_RS24905	11.00702727	10.17741954	9.781359714	9.588714636	11.20884399
SAM23877_RS24910	11.6794801	10.95201316	10.67595703	10.89860139	11.28135051
SAM23877_RS24920	12.53357308	12.02097994	11.7548875	11.54496443	11.29634268
SAM23877_RS24965	8.566054038	8.379378367	8.584962501	8.751544059	9.041659152
SAM23877_RS24975	9.797661526	8.611024797	9.930737338	10.22520744	10.96866679
SAM23877_RS24980	8.118941073	7.139551352	8.566054038	8.891783703	9.25502857
SAM23877_RS24985	12.59011917	11.26150731	12.04302728	12.17148958	12.56391124
SAM23877_RS24990	11.95673915	11.64160022	12.72792045	13.5844928	12.0313566
SAM23877_RS25010	13.15971369	8.499845887	8.076815597	8.807354922	9.136991112
SAM23877_RS25015	13.51717725	8.396604781	7.06608919	10.03479896	9.129283017
SAM23877_RS25025	7.87036472	6.614709844	11.83051521	11.2227949	9.631177056
SAM23877_RS25030	11.56938096	11.01959073	10.5526691	11.03548645	11.54351522
SAM23877_RS25060	10.22641219	9.581200582	9.729620744	10.20701432	10.04984855
SAM23877_RS25150	12.0313566	11.53040634	11.07948478	11.27670602	10.59152235
SAM23877_RS25185	9.661778098	8.632995197	8.781359714	8.098032083	7.118941073
SAM23877_RS25190	9.392317423	8.271463028	12.52258153	11.92592526	11.93663794
SAM23877_RS25195	8.022367813	7.055282436	11.24198315	10.62205182	10.09539702
SAM23877_RS25225	10.36959735	10.96794671	10.66444728	9.622051819	9.541096615
SAM23877_RS25230	12.13859179	11.17242751	10.41679753	10.22641219	9.259743264
SAM23877_RS25235	8.64385619	9.4325419	9.794415866	9.036173613	7.14974712
SAM23877_RS25240	10.65821148	9.861086906	9.361943774	10.03479896	8.717676423
SAM23877_RS25270	10.75822321	10.06204614	10.32642949	10.36413466	10.11634396
SAM23877_RS25280	15.81340544	15.5635538	14.80941645	13.38235383	16.0846008
SAM23877_RS25290	13.57317378	13.02306125	12.59665567	11.57790084	11.35204343
SAM23877_RS25295	7.539158811	6.87036472	6.14974712	6.50779464	7.426264755
SAM23877_RS25315	8.442943496	9.451211112	9.357552005	7.366322214	8.475733431
SAM23877_RS25345	3.906890596	5.285402219	6.807354922	7.303780748	6.044394119
SAM23877_RS25350	7.554588852	9.415741768	11.81898154	11.942881	10.60547952
SAM23877_RS25355	8.321928095	6.658211483	8.335390355	14.12726892	10.60084211
SAM23877_RS25365	6	5.906890596	6.247927513	11.07079181	9.129283017
SAM23877_RS25370	12.24644372	11.55842071	11.4429435	11.72067179	13.15291858
SAM23877_RS25390	11.17055104	10.89784546	11.70520038	13.62616532	13.48658366
SAM23877_RS25400	13.47813761	12.85992297	11.41415668	11.50928017	8.968666793
SAM23877_RS25405	9.985841937	8.845490051	7.658211483	8.28077077	9.601770788
SAM23877_RS25410	9.651051691	8.566054038	7.266786541	8.011227255	8.741466986
SAM23877_RS25435	9.980139578	9.428360173	8.479780264	8.523561956	7.672425342
SAM23877_RS25445	10.4314976	10.53818893	11.10197567	10.18115226	12.74903138
SAM23877_RS25465	7.614709844	8.523561956	9.092757141	8.011227255	9.06608919
SAM23877_RS25470	10.50183718	10.74230944	11.15355203	10.65821148	12.01332267
SAM23877_RS25485	15.01205706	14.69326914	13.75863964	13.2822197	12.57790084
SAM23877_RS25490	12.08613623	11.25443815	11.2708793	11.2708793	13.05494342
SAM23877_RS25495	12.86631302	11.87498135	11.95201316	12.22068062	12.1792871
SAM23877_RS25530	11.96144969	11.30320995	11.39124359	11.04644195	11.8837888
SAM23877_RS25580	10.94178124	9.541096615	9.147204925	9.501837185	10.42940674
SAM23877_RS25585	9.614709844	8.751544059	9.21916852	7.948367232	11.05392588
SAM23877_RS25590	12.48457118	11.73640193	10.73640193	11.35093918	9.682994584
SAM23877_RS25605	8.820178962	8.784634846	9.321928095	9.525520809	9.885696373
SAM23877_RS25680	12.95346896	9.544964433	8.569855608	8.622051819	8.022367813
SAM23877_RS25735	10.10066234	9.842350343	10.03066714	10.74819285	11.03960452
SAM23877_RS25740	10.16113188	9.985841937	10.43462823	11.01680829	10.69435789
SAM23877_RS25750	9.566054038	8.703903573	8.370687407	8.076815597	8.599912842
SAM23877_RS25755	7.693486957	7.108524457	7.321928095	7.118941073	7.87036472
SAM23877_RS25760	11.31231575	10.81938079	10.55842071	10.46862404	10.76652891
SAM23877_RS25765	9.93516505	10.42836017	9.651051691	7.864186145	7.383704292
SAM23877_RS25785	13.07464324	12.27146303	11.88874325	11.73386272	12.08613623
SAM23877_RS25795	10.7548875	10.34872815	9.977279923	9.398743692	11.70606427
SAM23877_RS25800	11.18611424	10.83130724	10.45121111	10.13442632	11.61654884
SAM23877_RS25805	11.19290922	9.994353437	8.857980995	9.118941073	8.209453366
SAM23877_RS25815	11.21735191	11.06877828	11.05663772	10.46352437	10.62388149
SAM23877_RS25835	15.37303505	15.02941665	13.40381093	12.88722062	14.00877875
SAM23877_RS25840	13.95954921	13.19997901	12.79786414	13.42770568	13.65082737
SAM23877_RS25845	10	9.328674927	8.8008999	9.177419538	10.06339508
SAM23877_RS25850	9.544964433	8.845490051	8.303780748	8.562242424	8.294620749
SAM23877_RS25855	8.438791853	7.6794801	6.807354922	6.845490051	7.554588852
SAM23877_RS25875	11.32361776	10.77561028	10.65821148	10.92851838	13.34346334
SAM23877_RS25910	11.30720081	11.42574042	11.33594857	10.89784546	11.26620091
SAM23877_RS25920	11.76611476	13.10443495	13.72174005	12.95837146	12.92611064
SAM23877_RS25930	11.31458324	10.74903138	12.39231742	13.31783654	12.08414401
SAM23877_RS25935	12.35424938	11.91251514	11.09671515	11.50878516	11.45686774
SAM23877_RS26065	8.672425342	6.807354922	5.906890596	7.912889336	7.46760555
SAM23877_RS26070	8.985841937	7.584962501	6.169925001	7.761551232	6.906890596
SAM23877_RS26075	9.603626345	9.152284842	8.761551232	7.851749041	7.531381461
SAM23877_RS26105	11.91288934	11.69217958	11.36413466	11.52160044	10.6926155
SAM23877_RS26125	9.741466986	9.250298418	9.266786541	9.415741768	9.837627933
SAM23877_RS26135	10.53818893	9.997179481	10.21188829	10.67330908	10.65821148
SAM23877_RS26150	11.23720996	11.18797059	12.13024878	13.15624112	12.2285181
SAM23877_RS26180	10.84549005	9.837627933	9.434628228	9.124121312	9.174925683
SAM23877_RS26185	11.72919586	11.28135051	11.44086917	11.99045857	10.68123841
SAM23877_RS26195	13.61378946	13.16223396	14.46007188	12.78012962	12.77190208
SAM23877_RS26205	8.962896005	8.721099189	7.942514505	7.330916878	7.768184325
SAM23877_RS26230	11.64475759	10.98441846	10.4655664	10.16239133	10.79279029
SAM23877_RS26245	9.575539247	9.047123912	8.951284715	9.497851837	9.136991112
SAM23877_RS26260	8.686500527	8.257387843	8.159871337	8.46760555	9.688250309
SAM23877_RS26270	6.539158811	7.960001932	10.16113188	10.76321237	8.982993575
SAM23877_RS26335	12.38154295	11.97118427	11.25974326	11.41943355	10.95346896
SAM23877_RS26340	10.86495992	10.74399286	10.78053977	11.47826403	9.857980995
SAM23877_RS26345	10.57837269	11.17554955	11.1176431	11.197831	9.28771238
SAM23877_RS26375	10.07815081	9.361943774	9.271463028	8.77807713	9.236014192
SAM23877_RS26385	8.46760555	9.786269628	10.29691621	10.27262978	9.82336724
SAM23877_RS26390	8.784634846	9.348728154	10.14210706	10.18735207	7.965784285
SAM23877_RS26395	12.61516981	12.97423532	13.30292446	12.75780667	13.0986901
SAM23877_RS26405	9.54303182	9.337621902	9.8008999	9.763212367	8.055282436
SAM23877_RS26420	9.4325419	9.25502857	8.864186145	8.581200582	8.076815597
SAM23877_RS26435	13.84872073	13.97387671	13.22490609	12.97638512	13.68310427
SAM23877_RS26455	11.71123677	11.57931594	11.06810648	10.58214198	10.96578428
SAM23877_RS26460	12.8753654	13.00299077	12.59525748	11.79887677	11.18115226
SAM23877_RS26480	11.17554955	11.37340896	12.00211178	11.56176526	13.72834571
SAM23877_RS26495	11.33035672	10.95346896	10.88264305	10.07012094	8.30833903
SAM23877_RS26500	10.43775207	9.782998209	8.707359132	8.744833837	10.21188829
SAM23877_RS26505	11.96144969	11.55985504	10.60640521	9.449148645	10.01680829
SAM23877_RS27150	8.962896005	8.968666793	9.957102042	11.74062404	12.37503943
SAM23877_RS27155	12.83190099	13.11683128	11.58683979	12.2737956	13.62319564
SAM23877_RS27195	9.813781191	10.49085088	8.285402219	8.438791853	10.84862294
SAM23877_RS27215	11.97333862	11.7809498	12.01122726	12.11309098	11.98797452
SAM23877_RS27220	8.915879379	8.794415866	8.948367232	8.951284715	9.415741768
SAM23877_RS27285	11.72451385	11.19844504	10.36850646	10.68123841	9.37721053
SAM23877_RS27290	11.20151134	10.29232163	9.566054038	10.03754695	10.02236781
SAM23877_RS27295	11.13570929	11.03066714	10.77066389	10.74399286	10.31741261
SAM23877_RS27310	11.8864587	11.24911345	11.25325658	11.18239435	11.39660478
SAM23877_RS27345	11.23780747	11.03891899	11.34651373	11.61424973	10.69696753
SAM23877_RS27415	9.603626345	9.074141463	7.888743249	8.092757141	9.342074668
SAM23877_RS27430	11.31741261	11.11829223	10.68650053	9.977279923	10.18611424
SAM23877_RS27435	10.24555271	10.53235593	10.43879185	10.25266543	10.15481811
SAM23877_RS27525	7.21916852	8.700439718	10.39446269	11.19290922	9.640244936
SAM23877_RS27570	10.26678654	10.5849625	9.573647187	8.290018847	7.409390936
SAM23877_RS27620	7.636624621	7.139551352	10.31514956	5.169925001	7.686500527
SAM23877_RS27665	11.30663136	9.257387843	13.41547771	8.758223215	11.48984796
SAM23877_RS27670	10.06474276	9.184875343	9.447083226	8.658211483	9.379378367
SAM23877_RS27920	11.12799432	11.59479112	11.32080055	11.36577564	9.392317423
SAM23877_RS28010	7.434628228	8.027905997	7.375039431	7.686500527	6
SAM23877_RS28580	8.243173983	7.948367232	7.741466986	8.703903573	7.238404739
SAM23877_RS28585	9.876516947	9.579315938	9.398743692	9.4325419	8.87958325
SAM23877_RS28640	3.321928095	5.209453366	8.906890596	7.912889336	6.491853096
SAM23877_RS28705	10.06877828	10.47370575	10.43462823	9.465566405	9.06608919
SAM23877_RS28790	13.87248251	13.42966827	13.18766137	13.04712391	12.01332267
SAM23877_RS28795	13.5222137	12.7232343	12.51397427	12.95383268	12.46352437
SAM23877_RS28800	10.9505559	11.15860969	11.36084708	12.31514956	16.12910186
SAM23877_RS28805	7.339850003	7.209453366	7.285402219	8.071462363	9.787902559
SAM23877_RS28825	9.13442632	8.797661526	8.531381461	8.139551352	8.06608919
SAM23877_RS29330	12.28337779	12.32699117	12.17086395	11.17990909	9.348728154
SAM23877_RS29355	8.554588852	8.640244936	7.832890014	8.353146825	6.599912842
SAM23877_RS30300	6.965784285	7.312882955	7.50779464	8.46760555	8.076815597
SAM23877_RS30375	11.40087944	11.5703301	11.89026428	11.02859678	9.047123912
SAM23877_RS30400	11.32811389	10.26209485	7.189824559	7.247927513	4.459431619
SAM23877_RS30420	9.581200582	9.461479447	9.419960178	9.601770788	10.97727992
SAM23877_RS30430	10.21431912	10.33203655	10.24317398	11.02859678	11.60362634
SAM23877_RS30435	10.2772874	10.07414146	10.11894107	11.48633225	11.84784036
SAM23877_RS30445	3.321928095	5.426264755	6.044394119	8.055282436	6.87036472
SAM23877_RS30450	6.357552005	7.994353437	9.894817763	12.12153352	11.63344937
SAM23877_RS30465	7.159871337	8.103287808	9.413627929	11.04507705	10.80815977
SAM23877_RS30480	10.32530546	10.37829486	10.56224242	10.98584194	12.13955135
SAM23877_RS30490	9.361943774	10.04848687	10.69522829	10.80735492	12.16176174
SAM23877_RS30505	9.37721053	10.11113567	9.948367232	10.76321237	12.24228095
SAM23877_RS31015	12.77334529	13.48595506	13.94818469	14.5704487	14.43058322
